File,Original Document Type,Detected Document Type,Classification Status
3566690.txt ,CTSca ,CTScanTextFile ,success
3567066.txt ,CTSca ,CTScanTextFile ,success
3567363.txt ,CTSca ,CTScanTextFile ,success
3567378.txt ,CTSca ,CTScanTextFile ,success
3567519.txt ,CTSca ,CTScanTextFile ,success
3567848.txt ,CTSca ,CTScanTextFile ,success
3567924.txt ,CTSca ,CTScanTextFile ,success
3568009.txt ,CTSca ,CTScanTextFile ,success
3568141.txt ,CTSca ,CTScanTextFile ,success
3568406.txt ,CTSca ,CTScanTextFile ,success
3568958.txt ,CTSca ,CTScanTextFile ,success
3569463.txt ,CTSca ,CTScanTextFile ,success
3570004.txt ,CTSca ,CTScanTextFile ,success
3571362.txt ,CTSca ,CTScanTextFile ,success
3571371.txt ,CTSca ,CTScanTextFile ,success
3571801.txt ,CTSca ,CTScanTextFile ,success
3571958.txt ,CTSca ,CTScanTextFile ,success
3572121.txt ,CTSca ,CTScanTextFile ,success
3572122.txt ,CTSca ,CTScanTextFile ,success
3572637.txt ,CTSca ,CTScanTextFile ,success
3572659.txt ,CTSca ,CTScanTextFile ,success
3572682.txt ,CTSca ,CTScanTextFile ,success
3572820.txt ,CTSca ,CTScanTextFile ,success
3573367.txt ,CTSca ,CTScanTextFile ,success
3573543.txt ,CTSca ,CTScanTextFile ,success
3573594.txt ,CTSca ,CTScanTextFile ,success
3573642.txt ,CTSca ,CTScanTextFile ,success
3573643.txt ,CTSca ,CTScanTextFile ,success
3573681.txt ,CTSca ,CTScanTextFile ,success
3573796.txt ,CTSca ,CTScanTextFile ,success
3573996.txt ,CTSca ,CTScanTextFile ,success
3574194.txt ,CTSca ,CTScanTextFile ,success
3574197.txt ,CTSca ,CTScanTextFile ,success
3574209.txt ,CTSca ,CTScanTextFile ,success
3574265.txt ,CTSca ,CTScanTextFile ,success
3574427.txt ,CTSca ,CTScanTextFile ,success
3575339.txt ,CTSca ,CTScanTextFile ,success
3575393.txt ,CTSca ,CTScanTextFile ,success
3575873.txt ,CTSca ,CTScanTextFile ,success
3575889.txt ,CTSca ,CTScanTextFile ,success
3575890.txt ,CTSca ,CTScanTextFile ,success
3576270.txt ,CTSca ,CTScanTextFile ,success
3576308.txt ,CTSca ,CTScanTextFile ,success
3576369.txt ,CTSca ,CTScanTextFile ,success
3576400.txt ,CTSca ,CTScanTextFile ,success
3576404.txt ,CTSca ,CTScanTextFile ,success
3576408.txt ,CTSca ,CTScanTextFile ,success
3576426.txt ,CTSca ,CTScanTextFile ,success
3576535.txt ,CTSca ,CTScanTextFile ,success
3576557.txt ,CTSca ,CTScanTextFile ,success
3576574.txt ,CTSca ,CTScanTextFile ,success
3576949.txt ,CTSca ,CTScanTextFile ,success
3577147.txt ,CTSca ,CTScanTextFile ,success
3577396.txt ,CTSca ,CTScanTextFile ,success
3577812.txt ,CTSca ,CTScanTextFile ,success
3578088.txt ,CTSca ,CTScanTextFile ,success
3578314.txt ,CTSca ,CTScanTextFile ,success
3579365.txt ,CTSca ,CTScanTextFile ,success
3579369.txt ,CTSca ,CTScanTextFile ,success
3579388.txt ,CTSca ,CTScanTextFile ,success
3580206.txt ,CTSca ,CTScanTextFile ,success
3580583.txt ,CTSca ,CTScanTextFile ,success
3580932.txt ,CTSca ,CTScanTextFile ,success
3581103.txt ,CTSca ,CTScanTextFile ,success
3581104.txt ,CTSca ,CTScanTextFile ,success
3581484.txt ,CTSca ,CTScanTextFile ,success
3581640.txt ,CTSca ,CTScanTextFile ,success
3581878.txt ,CTSca ,CTScanTextFile ,success
3582349.txt ,CTSca ,CTScanTextFile ,success
3582402.txt ,CTSca ,CTScanTextFile ,success
3582514.txt ,CTSca ,CTScanTextFile ,success
3582767.txt ,CTSca ,CTScanTextFile ,success
3583092.txt ,CTSca ,CTScanTextFile ,success
3583298.txt ,CTSca ,CTScanTextFile ,success
3583302.txt ,CTSca ,CTScanTextFile ,success
3583303.txt ,CTSca ,CTScanTextFile ,success
3583315.txt ,CTSca ,CTScanTextFile ,success
3583370.txt ,CTSca ,CTScanTextFile ,success
3583388.txt ,CTSca ,CTScanTextFile ,success
3583474.txt ,CTSca ,CTScanTextFile ,success
3583840.txt ,CTSca ,CTScanTextFile ,success
3584021.txt ,CTSca ,CTScanTextFile ,success
3584667.txt ,CTSca ,CTScanTextFile ,success
3585055.txt ,CTSca ,CTScanTextFile ,success
3585058.txt ,CTSca ,CTScanTextFile ,success
3585059.txt ,CTSca ,CTScanTextFile ,success
3585071.txt ,CTSca ,CTScanTextFile ,success
3585484.txt ,CTSca ,CTScanTextFile ,success
3585935.txt ,CTSca ,CTScanTextFile ,success
3585936.txt ,CTSca ,CTScanTextFile ,success
3586179.txt ,CTSca ,CTScanTextFile ,success
3586790.txt ,CTSca ,CTScanTextFile ,success
3586814.txt ,CTSca ,CTScanTextFile ,success
3586901.txt ,CTSca ,CTScanTextFile ,success
3589857.txt ,CTSca ,CTScanTextFile ,success
3590199.txt ,CTSca ,CTScanTextFile ,success
3590723.txt ,CTSca ,CTScanTextFile ,success
3590734.txt ,CTSca ,CTScanTextFile ,success
3590747.txt ,CTSca ,CTScanTextFile ,success
3591581.txt ,CTSca ,CTScanTextFile ,success
3591622.txt ,CTSca ,CTScanTextFile ,success
3592066.txt ,CTSca ,CTScanTextFile ,success
3592983.txt ,CTSca ,CTScanTextFile ,success
3593320.txt ,CTSca ,CTScanTextFile ,success
3593414.txt ,CTSca ,CTScanTextFile ,success
3594009.txt ,CTSca ,CTScanTextFile ,success
3594010.txt ,CTSca ,CTScanTextFile ,success
3594025.txt ,CTSca ,CTScanTextFile ,success
3594049.txt ,CTSca ,CTScanTextFile ,success
3594081.txt ,CTSca ,CTScanTextFile ,success
3594466.txt ,CTSca ,CTScanTextFile ,success
3594527.txt ,CTSca ,CTScanTextFile ,success
3595489.txt ,CTSca ,CTScanTextFile ,success
3595519.txt ,CTSca ,CTScanTextFile ,success
3595521.txt ,CTSca ,CTScanTextFile ,success
3595936.txt ,CTSca ,CTScanTextFile ,success
3595938.txt ,CTSca ,CTScanTextFile ,success
3596438.txt ,CTSca ,CTScanTextFile ,success
3596555.txt ,CTSca ,CTScanTextFile ,success
3596680.txt ,CTSca ,CTScanTextFile ,success
3596759.txt ,CTSca ,CTScanTextFile ,success
3596895.txt ,CTSca ,CTScanTextFile ,success
3597029.txt ,CTSca ,CTScanTextFile ,success
3597033.txt ,CTSca ,CTScanTextFile ,success
3597034.txt ,CTSca ,CTScanTextFile ,success
3597741.txt ,CTSca ,CTScanTextFile ,success
3597759.txt ,CTSca ,CTScanTextFile ,success
3597856.txt ,CTSca ,CTScanTextFile ,success
3599180.txt ,CTSca ,CTScanTextFile ,success
3599396.txt ,CTSca ,CTScanTextFile ,success
3599971.txt ,CTSca ,CTScanTextFile ,success
3600073.txt ,CTSca ,CTScanTextFile ,success
3600313.txt ,CTSca ,CTScanTextFile ,success
3600316.txt ,CTSca ,CTScanTextFile ,success
3600766.txt ,CTSca ,CTScanTextFile ,success
3601077.txt ,CTSca ,CTScanTextFile ,success
3601170.txt ,CTSca ,CTScanTextFile ,success
3601174.txt ,CTSca ,CTScanTextFile ,success
3601216.txt ,CTSca ,CTScanTextFile ,success
3601564.txt ,CTSca ,CTScanTextFile ,success
3602062.txt ,CTSca ,CTScanTextFile ,success
3602881.txt ,CTSca ,CTScanTextFile ,success
3603059.txt ,CTSca ,CTScanTextFile ,success
3603149.txt ,CTSca ,CTScanTextFile ,success
3603208.txt ,CTSca ,CTScanTextFile ,success
3603307.txt ,CTSca ,CTScanTextFile ,success
3603390.txt ,CTSca ,CTScanTextFile ,success
3603666.txt ,CTSca ,CTScanTextFile ,success
3603738.txt ,CTSca ,CTScanTextFile ,success
3603868.txt ,CTSca ,CTScanTextFile ,success
3604022.txt ,CTSca ,CTScanTextFile ,success
3604050.txt ,CTSca ,CTScanTextFile ,success
3604068.txt ,CTSca ,CTScanTextFile ,success
3604093.txt ,CTSca ,CTScanTextFile ,success
3604218.txt ,CTSca ,CTScanTextFile ,success
3604611.txt ,CTSca ,CTScanTextFile ,success
3606124.txt ,CTSca ,CTScanTextFile ,success
3606296.txt ,CTSca ,CTScanTextFile ,success
3606378.txt ,CTSca ,CTScanTextFile ,success
3606463.txt ,CTSca ,CTScanTextFile ,success
3606472.txt ,CTSca ,CTScanTextFile ,success
3607638.txt ,CTSca ,CTScanTextFile ,success
3607641.txt ,CTSca ,CTScanTextFile ,success
3607688.txt ,CTSca ,CTScanTextFile ,success
3607804.txt ,CTSca ,CTScanTextFile ,success
3608831.txt ,CTSca ,CTScanTextFile ,success
3608832.txt ,CTSca ,CTScanTextFile ,success
3608833.txt ,CTSca ,CTScanTextFile ,success
3608851.txt ,CTSca ,CTScanTextFile ,success
3608859.txt ,CTSca ,CTScanTextFile ,success
3609164.txt ,CTSca ,CTScanTextFile ,success
3609753.txt ,CTSca ,CTScanTextFile ,success
3609776.txt ,CTSca ,CTScanTextFile ,success
3609805.txt ,CTSca ,CTScanTextFile ,success
3609806.txt ,CTSca ,CTScanTextFile ,success
3609813.txt ,CTSca ,CTScanTextFile ,success
3609856.txt ,CTSca ,CTScanTextFile ,success
3609857.txt ,CTSca ,CTScanTextFile ,success
3609865.txt ,CTSca ,CTScanTextFile ,success
3610994.txt ,CTSca ,CTScanTextFile ,success
3611222.txt ,CTSca ,CTScanTextFile ,success
3612324.txt ,CTSca ,CTScanTextFile ,success
3612581.txt ,CTSca ,CTScanTextFile ,success
3612615.txt ,CTSca ,CTScanTextFile ,success
3613351.txt ,CTSca ,CTScanTextFile ,success
3613363.txt ,CTSca ,CTScanTextFile ,success
3614077.txt ,CTSca ,CTScanTextFile ,success
3614086.txt ,CTSca ,CTScanTextFile ,success
3614130.txt ,CTSca ,CTScanTextFile ,success
3614134.txt ,CTSca ,CTScanTextFile ,success
3614136.txt ,CTSca ,CTScanTextFile ,success
3614137.txt ,CTSca ,CTScanTextFile ,success
3614167.txt ,CTSca ,CTScanTextFile ,success
3614334.txt ,CTSca ,CTScanTextFile ,success
3614411.txt ,CTSca ,CTScanTextFile ,success
3615433.txt ,CTSca ,CTScanTextFile ,success
3615442.txt ,CTSca ,CTScanTextFile ,success
3615444.txt ,CTSca ,CTScanTextFile ,success
3615495.txt ,CTSca ,CTScanTextFile ,success
3615533.txt ,CTSca ,CTScanTextFile ,success
3615625.txt ,CTSca ,CTScanTextFile ,success
3615896.txt ,CTSca ,CTScanTextFile ,success
3616241.txt ,CTSca ,CTScanTextFile ,success
3616331.txt ,CTSca ,CTScanTextFile ,success
3616556.txt ,CTSca ,CTScanTextFile ,success
3616673.txt ,CTSca ,CTScanTextFile ,success
3617129.txt ,CTSca ,CTScanTextFile ,success
3617476.txt ,CTSca ,CTScanTextFile ,success
3617499.txt ,CTSca ,CTScanTextFile ,success
3617529.txt ,CTSca ,CTScanTextFile ,success
3617582.txt ,CTSca ,CTScanTextFile ,success
3617621.txt ,CTSca ,CTScanTextFile ,success
3617896.txt ,CTSca ,CTScanTextFile ,success
3618524.txt ,CTSca ,CTScanTextFile ,success
3479721.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3479759.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3479771.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3479799.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3480430.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3480670.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3481025.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3481303.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3481306.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3481313.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3481316.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3481328.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3481468.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3481477.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3482042.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3482072.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3482131.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3482723.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3482735.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3482797.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3482966.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3483868.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3483878.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3483924.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3484153.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3484534.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3484582.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3484884.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3484936.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3484976.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3485126.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3485145.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3485162.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3485167.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3485171.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3485339.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3485407.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3485726.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3486341.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3486523.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3486567.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3486733.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3487595.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3487693.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3487775.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3488843.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3488928.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3489196.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3489215.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3489217.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3489247.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3489312.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3490124.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3490144.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3490342.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3490345.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3491039.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3491309.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3491312.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3491410.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3491902.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492251.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492312.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492364.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492487.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492493.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492527.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492570.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492572.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492616.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492617.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492623.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3492872.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3493287.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3493347.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3493477.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3494640.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3494644.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3494776.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3494845.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3494882.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3495201.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3495211.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3495513.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3495592.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3495640.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3495727.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3496513.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3496692.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3496695.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3496709.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3497121.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3497153.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3497181.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3497413.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3497609.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3497883.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3497936.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3497994.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3498024.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3499168.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3499264.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3499591.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3499648.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3499817.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3500146.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3500202.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3500325.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3500383.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3500676.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3500682.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3501297.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3501307.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3501380.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3502268.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3502288.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3502396.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3502647.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3502794.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3502802.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3502822.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3502947.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3503469.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3503608.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3503619.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3503693.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3503703.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3503870.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3504553.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3504685.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3504887.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3505594.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3505828.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3506354.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3506429.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3506868.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3506914.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3507030.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3507265.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3507514.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3507618.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3507655.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3507961.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3508317.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3508325.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3508375.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3508483.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3508859.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3508890.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3508983.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3509113.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3509116.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3509124.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3509608.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3509620.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3509639.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3509893.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3509968.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3510048.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3510229.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3510303.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3510705.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3510895.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3511249.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3511325.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3511373.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3511519.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3511835.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3511897.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3512377.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3512394.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3512660.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3512693.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3512700.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513061.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513062.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513063.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513099.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513106.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513134.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513143.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513145.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513146.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513149.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513160.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513184.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513223.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513463.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513724.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3513745.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3514449.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3514515.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3514858.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3515229.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3515811.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3515908.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3515981.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3515993.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3516017.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3516163.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3516222.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3516400.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3516746.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3517116.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3518248.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3518298.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3518488.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3518717.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3519243.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3519589.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3520676.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3520762.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3520766.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
